User ID: 1 | Joke ID: 1 | Content: I accidentally took my cats meds last night. Donât ask meow.
User ID: 1 | Joke ID: 633 | Content: What do you call a sheep with no legs? A cloud.
User ID: 1 | Joke ID: 635 | Content: When will the little snake arrive? I don't know but he won't be long...
User ID: 1 | Joke ID: 636 | Content: What do you call a troublesome Canadian high schooler? A poutine.
User ID: 1 | Joke ID: 637 | Content: Why can't a bicycle stand on its own? It's two-tired.
User ID: 1 | Joke ID: 638 | Content: What did the dog say to the two trees? Bark bark.
User ID: 1 | Joke ID: 639 | Content: What creature is smarter than a talking parrot? A spelling bee.
User ID: 1 | Joke ID: 640 | Content: What did the father tomato say to the baby tomato whilst on a family walk? Ketchup.
User ID: 1 | Joke ID: 641 | Content: How do you make a 'one' disappear? You add a 'g' and it's 'gone'
User ID: 1 | Joke ID: 643 | Content: A man is washing the car with his son. The son asks...... "Dad, canât you just use a sponge?"
User ID: 1 | Joke ID: 644 | Content: Slept like a log last night â¦ woke up in the fireplace.
User ID: 1 | Joke ID: 646 | Content: Thanks for explaining the word "many" to me. It means a lot.
User ID: 1 | Joke ID: 649 | Content: This furniture store keeps emailing me, all I wanted was one night stand!
User ID: 1 | Joke ID: 651 | Content: Americans can't switch from pounds to kilograms overnight. That would cause mass confusion.
User ID: 1 | Joke ID: 657 | Content: Leather is great for sneaking around because it's made of hide.
User ID: 1 | Joke ID: 659 | Content: Where do cats write notes?
Scratch Paper!
User ID: 1 | Joke ID: 662 | Content: Why did the worker get fired from the orange juice factory? Lack of concentration.
User ID: 1 | Joke ID: 663 | Content: What lies at the bottom of the ocean and twitches? A nervous wreck.
User ID: 1 | Joke ID: 664 | Content: I have the heart of a lion... and a lifetime ban from the San Diego Zoo.
User ID: 1 | Joke ID: 665 | Content: They tried to make a diamond shaped like a duck. It quacked under the pressure.
User ID: 1 | Joke ID: 667 | Content: A Skeleton walked into a bar he said I need a beer and a mop
User ID: 1 | Joke ID: 668 | Content: The invention of the wheel was what got things rolling
User ID: 1 | Joke ID: 669 | Content: Child: Dad, make me a sandwich. Dad: Poof! You're a sandwich.
User ID: 1 | Joke ID: 670 | Content: What is a tornado's favorite game to play? Twister!
User ID: 1 | Joke ID: 675 | Content: What do you call a boomerang that won't come back? A stick.
User ID: 1 | Joke ID: 676 | Content: What do you call a cow with no legs? Ground beef.
User ID: 1 | Joke ID: 678 | Content: Why is it always hot in the corner of a room? Because a corner is 90 degrees.
User ID: 1 | Joke ID: 679 | Content: I am so good at sleeping I can do it with my eyes closed!
User ID: 1 | Joke ID: 680 | Content: what happens when you cross a sheep with a kangaroo ? A woolly jumper!
User ID: 1 | Joke ID: 682 | Content: I just read a book about Stockholm syndrome. It was pretty bad at first, but by the end I liked it.
User ID: 1 | Joke ID: 683 | Content: Wife: Honey Iâm pregnant.

Me: Wellâ¦. what do we do now?

Wife: Well, I guess we should go to a baby doctor.

Me: Hm.. I think Iâd be a lot more comfortable going to an adult doctor.
User ID: 1 | Joke ID: 684 | Content: Whiteboards ... are remarkable.
User ID: 1 | Joke ID: 685 | Content: Do you want a brief explanation of what an acorn is? In a nutshell, it's an oak tree.
User ID: 1 | Joke ID: 687 | Content: What did celery say when he broke up with his girlfriend? She wasn't right for me, so I really don't carrot all.
User ID: 1 | Joke ID: 688 | Content: Why did the clown have neck pain? - Because he slept funny
User ID: 1 | Joke ID: 690 | Content: Why does Superman get invited to dinners? Because he is a Supperhero.
User ID: 1 | Joke ID: 691 | Content: Why did the banana go to the doctor? He was not "peeling" well.
User ID: 1 | Joke ID: 692 | Content: I tried to write a chemistry joke, but could never get a reaction.
User ID: 1 | Joke ID: 693 | Content: Iâll tell you something about German sausages, theyâre the wurst
User ID: 1 | Joke ID: 694 | Content: Did you hear about the two thieves who stole a calendar? They each got six months.
User ID: 1 | Joke ID: 698 | Content: Two guys walked into a bar, the third one ducked.
User ID: 1 | Joke ID: 699 | Content: I went to the doctor today and he told me I had type A blood but it was a type O.
User ID: 1 | Joke ID: 701 | Content: Mahatma Gandhi, as you know, walked barefoot most of the time, which produced an impressive set of calluses on his feet. 
He also ate very little, which made him rather frail and with his odd diet, he suffered from bad breath. 
This made him a super calloused fragile mystic hexed by halitosis.
User ID: 1 | Joke ID: 702 | Content: How does the moon cut his hair? Eclipse it.
User ID: 1 | Joke ID: 705 | Content: Why is the new Kindle screen textured to look like paper? So you feel write at home.
User ID: 1 | Joke ID: 708 | Content: A bartender broke up with her boyfriend, but he kept asking her for another shot.
User ID: 1 | Joke ID: 709 | Content: How many South Americans does it take to change a lightbulb? A Brazilian
User ID: 1 | Joke ID: 710 | Content: How was the snow globe feeling after the storm? A little shaken.
User ID: 1 | Joke ID: 714 | Content: To the guy who invented zero... thanks for nothing.
User ID: 1 | Joke ID: 715 | Content: Iâm only familiar with 25 letters in the English language. I donât know why.
User ID: 1 | Joke ID: 717 | Content: "Hey, dad, did you get a haircut?" "No, I got them all cut."
User ID: 1 | Joke ID: 718 | Content: Why did the tree go to the dentist? It needed a root canal.
User ID: 1 | Joke ID: 720 | Content: Yesterday I confused the words "jacuzzi" and "yakuza". Now I'm in hot water with the Japanese mafia.
User ID: 1 | Joke ID: 721 | Content: What kind of award did the dentist receive? A little plaque.
User ID: 1 | Joke ID: 724 | Content: What's large, grey, and doesn't matter?
An irrelephant.

User ID: 1 | Joke ID: 726 | Content: I knew i shouldnât have ate that seafood. Because now iâm feeling a littleâ¦ Eel
User ID: 1 | Joke ID: 729 | Content: How come the stadium got hot after the game? Because all of the fans left.
User ID: 1 | Joke ID: 731 | Content: Whatâs the advantage of living in Switzerland? Well, the flag is a big plus.
User ID: 1 | Joke ID: 735 | Content: If youâre struggling to think of what to get someone for Christmas. Get them a fridge and watch their face light up when they open it.
User ID: 1 | Joke ID: 736 | Content: This morning I was wondering where the sun was, but then it dawned on me.
User ID: 1 | Joke ID: 739 | Content: Why do trees seem suspicious on sunny days? Dunno, they're just a bit shady.
User ID: 1 | Joke ID: 740 | Content: What's red and bad for your teeth? A Brick.
User ID: 1 | Joke ID: 742 | Content: Why did the sentence fail the driving test? It never came to a full stop.
User ID: 1 | Joke ID: 743 | Content: What do you get when you cross a chicken with a skunk? A fowl smell!
User ID: 1 | Joke ID: 744 | Content: What do prisoners use to call each other? Cell phones.
User ID: 1 | Joke ID: 745 | Content: At the boxing match, the dad got into the popcorn line and the line for hot dogs, but he wanted to stay out of the punchline.
User ID: 1 | Joke ID: 747 | Content: Geology rocks, but Geography is where it's at!
User ID: 1 | Joke ID: 748 | Content: Why does Han Solo like gum? It's chewy!
User ID: 1 | Joke ID: 749 | Content: Why do valley girls hang out in odd numbered groups? Because they can't even.
User ID: 1 | Joke ID: 751 | Content: How do you fix a broken pizza? With tomato paste.
User ID: 1 | Joke ID: 752 | Content: You can't trust a ladder. It will always let you down
User ID: 1 | Joke ID: 753 | Content: Chances are if you' ve seen one shopping center, you've seen a mall.
User ID: 1 | Joke ID: 761 | Content: Why don't eggs tell jokes? They'd crack each other up
User ID: 1 | Joke ID: 764 | Content: How do you teach a kid to climb stairs? There is a step by step guide.
User ID: 1 | Joke ID: 765 | Content: What is the best way to carve?
Whittle by whittle.
User ID: 1 | Joke ID: 767 | Content: What do you call a criminal going down the stairs? Condescending
User ID: 1 | Joke ID: 770 | Content: This is my step ladder. I never knew my real ladder.
User ID: 1 | Joke ID: 772 | Content: Why are mummys scared of vacation? They're afraid to unwind.
User ID: 1 | Joke ID: 773 | Content: What did the ocean say to the beach? Thanks for all the sediment.
User ID: 1 | Joke ID: 775 | Content: Me and my mates are in a band called Duvet. We're a cover band.
User ID: 1 | Joke ID: 776 | Content: Why donât seagulls fly over the bay? Because then theyâd be bay-gulls!
User ID: 1 | Joke ID: 778 | Content: My wife is on a tropical fruit diet, the house is full of stuff. It is enough to make a mango crazy.
User ID: 1 | Joke ID: 779 | Content: What do you call a group of disorganized cats? A cat-tastrophe.
User ID: 1 | Joke ID: 780 | Content: Dad, can you put my shoes on? I don't think they'll fit me.
User ID: 1 | Joke ID: 783 | Content: What is the least spoken language in the world?
Sign Language
User ID: 1 | Joke ID: 784 | Content: When my wife told me to stop impersonating a flamingo, I had to put my foot down.
User ID: 1 | Joke ID: 788 | Content: Why was the strawberry sad? Its parents were in a jam.
User ID: 1 | Joke ID: 789 | Content: My son is studying to be a surgeon, I just hope he makes the cut.
User ID: 1 | Joke ID: 792 | Content: Whereâs the bin? Dad: I havenât been anywhere!
User ID: 1 | Joke ID: 794 | Content: What does an angry pepper do? It gets jalapeÃ±o face.
User ID: 1 | Joke ID: 798 | Content: I donât play soccer because I enjoy the sport. Iâm just doing it for kicks.
User ID: 1 | Joke ID: 800 | Content: A ghost walks into a bar and asks for a glass of vodka but the bar tender says, âsorry we donât serve spiritsâ
User ID: 1 | Joke ID: 803 | Content: Why canât you hear a pterodactyl go to the bathroom? The p is silent.
User ID: 1 | Joke ID: 806 | Content: What type of music do balloons hate? Pop music!
User ID: 1 | Joke ID: 808 | Content: What do you call a fat psychic? A four-chin teller.
User ID: 1 | Joke ID: 809 | Content: Why didn't the number 4 get into the nightclub? Because he is 2 square.
User ID: 1 | Joke ID: 810 | Content: Did you hear the one about the guy with the broken hearing aid? Neither did he.
User ID: 1 | Joke ID: 813 | Content: Nurse: Doctor, there's a patient that says he's invisible. Doctor: Well, tell him I can't see him right now!
User ID: 1 | Joke ID: 817 | Content: I was going to get a brain transplant, but I changed my mind
User ID: 1 | Joke ID: 818 | Content: My wife told me to rub the herbs on the meat for better flavor. That's sage advice.
User ID: 1 | Joke ID: 819 | Content: What is this movie about? It is about 2 hours long.
User ID: 1 | Joke ID: 822 | Content: Archaeology really is a career in ruins.
User ID: 1 | Joke ID: 826 | Content: How many tickles does it take to tickle an octopus? Ten-tickles!
User ID: 1 | Joke ID: 829 | Content: Two peanuts were walking down the street. One was a salted.
User ID: 1 | Joke ID: 830 | Content: What's the best thing about elevator jokes? They work on so many levels.
User ID: 1 | Joke ID: 835 | Content: I have kleptomania, but when it gets bad, I take something for it.
User ID: 1 | Joke ID: 836 | Content: I've got a joke about vegetables for you... but it's a bit corny.
User ID: 1 | Joke ID: 837 | Content: What do you call a magician who has lost their magic? Ian.
User ID: 1 | Joke ID: 839 | Content: What's the difference between a seal and a sea lion?
An ion! 
User ID: 1 | Joke ID: 841 | Content: Why did the knife dress up in a suit? Because it wanted to look sharp
User ID: 1 | Joke ID: 843 | Content: What do you call a droid that takes the long way around? R2 detour.
User ID: 1 | Joke ID: 844 | Content: Writing with a broken pencil is pointless.
User ID: 1 | Joke ID: 846 | Content: The urge to sing the Lion King song is just a whim away.
User ID: 1 | Joke ID: 848 | Content: A farmer had 297 cows, when he rounded them up, he found he had 300
User ID: 1 | Joke ID: 849 | Content: Why do wizards clean their teeth three times a day? To prevent bat breath!
User ID: 1 | Joke ID: 852 | Content: Two silk worms had a race. They ended up in a tie.
User ID: 1 | Joke ID: 853 | Content: Why don't skeletons ride roller coasters? They don't have the stomach for it.
User ID: 1 | Joke ID: 856 | Content: How did Darth Vader know what Luke was getting for Christmas? He felt his presents.
User ID: 1 | Joke ID: 859 | Content: What do you call two guys hanging out by your window? Kurt & Rod.
User ID: 1 | Joke ID: 860 | Content: I'm glad I know sign language, it's pretty handy.
User ID: 1 | Joke ID: 862 | Content: Why did the Clydesdale give the pony a glass of water? â¨Because he was a little horse!
User ID: 1 | Joke ID: 863 | Content: Why are graveyards so noisy? Because of all the coffin.
User ID: 1 | Joke ID: 864 | Content: It's difficult to say what my wife does, she sells sea shells by the sea shore.
User ID: 1 | Joke ID: 867 | Content: What did the sea say to the sand? "We have to stop meeting like this."
User ID: 1 | Joke ID: 868 | Content: I boiled a funny bone last night and had a laughing stock
User ID: 1 | Joke ID: 869 | Content: Why did the belt go to prison? He held up a pair of pants!
User ID: 1 | Joke ID: 873 | Content: Rate limit exceeded: 100 per 1 minute
User ID: 1 | Joke ID: 971 | Content: Did you know that ghosts call their true love their ghoul-friend?
User ID: 1 | Joke ID: 978 | Content: what do you call a dog that can do magic tricks? a labracadabrador
User ID: 1 | Joke ID: 982 | Content: People saying 'boo! to their friends has risen by 85% in the last year.... That's a frightening statistic.
User ID: 1 | Joke ID: 984 | Content: How does a French skeleton say hello? Bone-jour.
User ID: 1 | Joke ID: 987 | Content: Where do you learn to make banana splits? At sundae school.
User ID: 1 | Joke ID: 989 | Content: You know that cemetery up the road? People are dying to get in there.
User ID: 1 | Joke ID: 991 | Content: There's not really any training for garbagemen. They just pick things up as they go.
User ID: 1 | Joke ID: 995 | Content: Why don't you find hippopotamuses hiding in trees?
They're really good at it.
User ID: 1 | Joke ID: 997 | Content: My new thesaurus is terrible. In fact, it's so bad, I'd say it's terrible.
User ID: 1 | Joke ID: 999 | Content: Why donât skeletons ever go trick or treating? Because they have nobody to go with.
User ID: 1 | Joke ID: 1004 | Content: Why do bees have sticky hair? Because they use honey combs!
User ID: 1 | Joke ID: 1005 | Content: Did you know that protons have mass? I didn't even know they were catholic.
User ID: 1 | Joke ID: 1006 | Content: What do you get when you cross a bee and a sheep? A bah-humbug.

User ID: 1 | Joke ID: 1007 | Content: A man walks into a bar and orders helicopter flavor chips. The barman replies âsorry mate we only do plainâ
User ID: 1 | Joke ID: 1009 | Content: What biscuit does a short person like? Shortbread. 
User ID: 1 | Joke ID: 1010 | Content: Dad Iâm hungryâ â¦ âHi hungry Iâm dad
User ID: 1 | Joke ID: 1011 | Content: Why was ten scared of seven? Because seven ate nine.
User ID: 1 | Joke ID: 1012 | Content: Doctor: Do you want to hear the good news or the bad news?
Patient: Good news please.
Doctor: we're naming a disease after you.
User ID: 1 | Joke ID: 1013 | Content: How does Darth Vader like his toast? On the dark side.
User ID: 1 | Joke ID: 1015 | Content: Why did the girl smear peanut butter on the road? To go with the traffic jam.
User ID: 1 | Joke ID: 1016 | Content: What do you call your friend who stands in a hole? Phil.
User ID: 1 | Joke ID: 1018 | Content: I made a playlist for hiking. It has music from Peanuts, The Cranberries, and Eminem. I call it my Trail Mix.
User ID: 1 | Joke ID: 1019 | Content: What do bees do after they are married? They go on a honeymoon.
User ID: 1 | Joke ID: 1022 | Content: What do you call cheese by itself? Provolone.
User ID: 1 | Joke ID: 1024 | Content: Why didnât the skeleton cross the road? Because he had no guts.
User ID: 1 | Joke ID: 1026 | Content: They're making a movie about clocks. It's about time
User ID: 1 | Joke ID: 1028 | Content: A horse walks into a bar. The bar tender says "Hey." The horse says "Sure."
User ID: 1 | Joke ID: 1030 | Content: Where did you learn to make ice cream? Sunday school.
User ID: 1 | Joke ID: 1035 | Content: My wife said I was immature. So I told her to get out of my fort.
User ID: 1 | Joke ID: 1036 | Content: Which is the fastest growing city in the world? Dublin'
User ID: 1 | Joke ID: 1037 | Content: I ate a clock yesterday. It was so time consuming.
User ID: 1 | Joke ID: 1038 | Content: Why did the A go to the bathroom and come out as an E? Because he had a vowel movement.
User ID: 1 | Joke ID: 1039 | Content: Why did the half blind man fall in the well? Because he couldn't see that well!
User ID: 1 | Joke ID: 1042 | Content: "Dad, I'm hungry." Hello, Hungry. I'm Dad.
User ID: 1 | Joke ID: 1044 | Content: What is the hardest part about sky diving? The ground.
User ID: 1 | Joke ID: 1048 | Content: I heard there was a new store called Moderation. They have everything there
User ID: 1 | Joke ID: 1058 | Content: It was raining cats and dogs the other day. I almost stepped in a poodle.
User ID: 1 | Joke ID: 1059 | Content: Remember, the best angle to approach a problem from is the "try" angle.
User ID: 1 | Joke ID: 1062 | Content: What do you call a careful wolf? Aware wolf.
User ID: 1 | Joke ID: 1063 | Content: What was a more important invention than the first telephone? The second one.
User ID: 1 | Joke ID: 1067 | Content: Our wedding was so beautiful, even the cake was in tiers.
User ID: 1 | Joke ID: 1068 | Content: Why is Peter Pan always flying? Because he Neverlands.
User ID: 1 | Joke ID: 1170 | Content: What do computers and air conditioners have in common? They both become useless when you open windows.
User ID: 1 | Joke ID: 1171 | Content: I got an A on my origami assignment when I turned my paper into my teacher
User ID: 1 | Joke ID: 1172 | Content: Why are giraffes so slow to apologize? Because it takes them a long time to swallow their pride.
User ID: 1 | Joke ID: 1176 | Content: Don't tell secrets in corn fields. Too many ears around.
User ID: 1 | Joke ID: 1178 | Content: Why does Waldo only wear stripes? Because he doesn't want to be spotted.
User ID: 1 | Joke ID: 1179 | Content: What kind of magic do cows believe in? MOODOO.
User ID: 1 | Joke ID: 1180 | Content: What did one nut say as he chased another nut?  I'm a cashew!
User ID: 1 | Joke ID: 1181 | Content: Last night me and my girlfriend watched three DVDs back to back. Luckily I was the one facing the TV.
User ID: 1 | Joke ID: 1184 | Content: How do you find Will Smith in the snow?  Look for fresh prints.
User ID: 1 | Joke ID: 1192 | Content: Why are basketball players messy eaters? Because they are always dribbling.
User ID: 1 | Joke ID: 1194 | Content: What kind of dinosaur loves to sleep? A stega-snore-us.
User ID: 1 | Joke ID: 1196 | Content: How are false teeth like stars? They come out at night!
User ID: 1 | Joke ID: 1198 | Content: How much does a hipster weigh? An instagram.
User ID: 1 | Joke ID: 1200 | Content: The other day, my wife asked me to pass her lipstick but I accidentally passed her a glue stick. She still isn't talking to me.
User ID: 1 | Joke ID: 1202 | Content: What did the Zen Buddist say to the hotdog vendor? Make me one with everything.
User ID: 1 | Joke ID: 1206 | Content: Whatâs Forest Gumpâs Facebook password? 1forest1
User ID: 1 | Joke ID: 1209 | Content: What was the pumpkinâs favorite sport?

Squash.
User ID: 1 | Joke ID: 1216 | Content: I thought my wife was joking when she said she'd leave me if I didn't stop signing "I'm A Believer"... Then I saw her face.
User ID: 1 | Joke ID: 1218 | Content: What is the difference between ignorance and apathy?

I don't know and I don't care.
User ID: 1 | Joke ID: 1223 | Content: I was going to learn how to juggle, but I didn't have the balls.
User ID: 1 | Joke ID: 1225 | Content: I bought shoes from a drug dealer once. I don't know what he laced them with, but I was tripping all day.
User ID: 1 | Joke ID: 1227 | Content: They say Dodger Stadium can hold up to fifty-six thousand people, but that is just a ballpark figure.
User ID: 1 | Joke ID: 1228 | Content: What do you give a sick lemon? Lemonaid.
User ID: 1 | Joke ID: 1230 | Content: What do you get when you cross a snowman with a vampire? Frostbite.
User ID: 1 | Joke ID: 1231 | Content: Me: If humans lose the ability to hear high frequency volumes as they get older, can my 4 week old son hear a dog whistle?

Doctor: No, humans can never hear that high of a frequency no matter what age they are.

Me: Trick question... dogs can't whistle.
User ID: 1 | Joke ID: 1232 | Content: I am terrified of elevators. Iâm going to start taking steps to avoid them.
User ID: 1 | Joke ID: 1236 | Content: My sister bet me $15 that I couldn't build a car out of spaghetti. You should have seen the look on her face as I drove pasta.
User ID: 1 | Joke ID: 1239 | Content: I adopted my dog from a blacksmith. As soon as we got home he made a bolt for the door.
User ID: 1 | Joke ID: 1241 | Content: Why do scuba divers fall backwards into the water? Because if they fell forwards theyâd still be in the boat.
User ID: 1 | Joke ID: 1244 | Content: What did the drummer name her twin daughters? Anna One, Anna Two...
User ID: 1 | Joke ID: 1249 | Content: Shout out to my grandma, that's the only way she can hear.
User ID: 1 | Joke ID: 1252 | Content: I met this girl on a dating site and, I don't know, we just clicked.
User ID: 1 | Joke ID: 1258 | Content: âMy Dog has no nose.â âHow does he smell?â âAwfulâ
User ID: 1 | Joke ID: 1262 | Content: Today a man knocked on my door and asked for a small donation towards the local swimming pool. I gave him a glass of water.
User ID: 1 | Joke ID: 1264 | Content: Every machine in the coin factory broke down all of a sudden without explanation. It just doesnât make any cents.
User ID: 1 | Joke ID: 1268 | Content: Where do you take someone who has been injured in a Peek-a-boo accident? To the I.C.U.
User ID: 1 | Joke ID: 1269 | Content: How many seconds are in a year?
12.
January 2nd, February 2nd, March 2nd, April 2nd.... etc
User ID: 1 | Joke ID: 1282 | Content: How do you get a baby alien to sleep?  You rocket.
User ID: 1 | Joke ID: 1283 | Content: I went to the zoo yesterday and saw a baguette in a cage. It was bread in captivity.
User ID: 1 | Joke ID: 1285 | Content: Recent survey revealed 6 out of 7 dwarf's aren't happy.
User ID: 1 | Joke ID: 1286 | Content: Q: What did the spaghetti say to the other spaghetti?
A: Pasta la vista, baby!
User ID: 1 | Joke ID: 1287 | Content: What's orange and sounds like a parrot? A Carrot.
User ID: 1 | Joke ID: 1289 | Content: I used to work for a soft drink can crusher. It was soda pressing.
User ID: 1 | Joke ID: 1291 | Content: I applied to be a doorman but didn't get the job due to lack of experience. That surprised me, I thought it was an entry level position.
User ID: 1 | Joke ID: 1295 | Content: If you walk into a forest and cut down a tree, but the tree doesn't understand why you cut it down, do you think it's stumped?
User ID: 1 | Joke ID: 1302 | Content: What do you call a fish wearing a bowtie? Sofishticated.
User ID: 1 | Joke ID: 1308 | Content: Why do we tell actors to âbreak a leg?â Because every play has a cast.
User ID: 1 | Joke ID: 1312 | Content: Whenever the cashier at the grocery store asks my dad if he would like the milk in a bag he replies, âNo, just leave it in the carton!â
User ID: 1 | Joke ID: 1314 | Content: Where do bees go to the bathroom?  The BP station.
User ID: 1 | Joke ID: 1315 | Content: I needed a password eight characters long so I picked Snow White and the Seven Dwarfs.
User ID: 1 | Joke ID: 1317 | Content: Why did the cowboy have a weiner dog? Somebody told him to get a long little doggy.
User ID: 1 | Joke ID: 1323 | Content: Whatâs E.T. short for? Heâs only got little legs.
User ID: 1 | Joke ID: 1325 | Content: I wear a stethoscope so that in a medical emergency I can teach people a valuable lesson about assumptions.
User ID: 1 | Joke ID: 1331 | Content: What has three letters and starts with gas? A Car.
User ID: 1 | Joke ID: 1334 | Content: Where does batman go to the bathroom? The batroom.
User ID: 1 | Joke ID: 1339 | Content: What do you call an eagle who can play the piano? Talonted!
User ID: 1 | Joke ID: 1340 | Content: It takes guts to be an organ donor.
User ID: 1 | Joke ID: 1342 | Content: When does a joke become a dad joke? When it becomes apparent.
User ID: 1 | Joke ID: 1346 | Content: I thought about going on an all-almond diet. But that's just nuts.
User ID: 1 | Joke ID: 1348 | Content: If two vegans are having an argument, is it still considered beef?
User ID: 1 | Joke ID: 1352 | Content: What do you get if you put a duck in a cement mixer? Quacks in the pavement.
User ID: 1 | Joke ID: 1356 | Content: What's the difference between a hippo and a zippo? One is really heavy, the other is a little lighter.
User ID: 1 | Joke ID: 1357 | Content: âHold on, I have something in my shoeâ  âIâm pretty sure itâs a footâ
User ID: 1 | Joke ID: 1364 | Content: Why doesn't the Chimney-Sweep call out sick from work? Because he's used to working with a flue.
User ID: 1 | Joke ID: 1369 | Content: I used to work in a shoe recycling shop. It was sole destroying.
User ID: 1 | Joke ID: 1370 | Content: Why didnât the orange win the race? It ran out of juice.
User ID: 1 | Joke ID: 1371 | Content: A cannibal is someone who is fed up with people.
User ID: 1 | Joke ID: 1375 | Content: I went to a book store and asked the saleswoman where the Self Help section was, she said if she told me it would defeat the purpose.
User ID: 1 | Joke ID: 1377 | Content: What does a pirate pay for his corn? A buccaneer!
User ID: 1 | Joke ID: 1378 | Content: Why did the feline fail the lie detector test? Because he be lion.
User ID: 1 | Joke ID: 1379 | Content: What does a female snake use for support? A co-Bra!
User ID: 1 | Joke ID: 1382 | Content: What did the scarf say to the hat? You go on ahead, I am going to hang around a bit longer.
User ID: 1 | Joke ID: 1398 | Content: Why did the kid throw the clock out the window? He wanted to see time fly!
User ID: 1 | Joke ID: 1399 | Content: What do you call a guy lying on your doorstep? Matt.
User ID: 1 | Joke ID: 1400 | Content: I went to a Foo Fighters Concert once... It was Everlong...
User ID: 1 | Joke ID: 1404 | Content: The biggest knight at King Arthur's round table was Sir Cumference. He acquired his size from eating too much pi.
User ID: 1 | Joke ID: 1406 | Content: Where do young cows eat lunch? In the calf-ateria.
User ID: 1 | Joke ID: 1409 | Content: Frankenstein enters a bodybuilding competition and finds he has seriously misunderstood the objective.
User ID: 1 | Joke ID: 1416 | Content: What's the worst part about being a cross-eyed teacher?

They can't control their pupils.
User ID: 1 | Joke ID: 1418 | Content: What do you call a group of killer whales playing instruments? An Orca-stra.
User ID: 1 | Joke ID: 1419 | Content: I used to be addicted to the hokey pokey, but I turned myself around.
User ID: 1 | Joke ID: 1422 | Content: Have you ever heard of a music group called Cellophane? They mostly wrap.
User ID: 1 | Joke ID: 1425 | Content: How does a dyslexic poet write? Inverse.
User ID: 1 | Joke ID: 1430 | Content: Why did the melons plan a big wedding? Because they cantaloupe!
User ID: 1 | Joke ID: 1440 | Content: I gave my friend 10 puns hoping that one of them would make him laugh. Sadly, no pun in ten did.
User ID: 1 | Joke ID: 1442 | Content: Hostess: Do you have a preference of where you sit?
Dad: Down.
User ID: 1 | Joke ID: 1447 | Content: I started a new business making yachts in my attic this year...the sails are going through the roof
User ID: 1 | Joke ID: 1448 | Content: What do you call a female snake. misssssssss 
User ID: 1 | Joke ID: 1449 | Content: I fear for the calendar, its days are numbered.

User ID: 1 | Joke ID: 1450 | Content: How many bones are in the human hand? A handful of them.
User ID: 1 | Joke ID: 1457 | Content: Egyptians claimed to invent the guitar, but they were such lyres.ï»¿
User ID: 1 | Joke ID: 1458 | Content: Why do bears have hairy coats? Fur protection.
User ID: 1 | Joke ID: 1466 | Content: Why is the ocean always blue? Because the shore never waves back.
User ID: 1 | Joke ID: 1467 | Content: Ever wondered why bees hum? It's because they don't know the words.
User ID: 1 | Joke ID: 1471 | Content: What did one wall say to the other wall? I'll meet you at the corner!
User ID: 1 | Joke ID: 1474 | Content: Doctor you've got to help me, I'm addicted to Twitter. Doctor: I don't follow you.
User ID: 1 | Joke ID: 1476 | Content: Yesterday, I accidentally swallowed some food coloring. The doctor says Iâm okay, but I feel like Iâve dyed a little inside.
User ID: 1 | Joke ID: 1482 | Content: The other day I was listening to a song about superglue, itâs been stuck in my head ever since.
User ID: 1 | Joke ID: 1484 | Content: Want to hear a chimney joke? Got stacks of em! First one's on the house
User ID: 1 | Joke ID: 1485 | Content: âDoctor, Iâve broken my arm in several placesâ Doctor âWell donât go to those places.â
User ID: 1 | Joke ID: 1486 | Content: I had a dream that I was a muffler last night. I woke up exhausted!
User ID: 1 | Joke ID: 1487 | Content: Why did the chicken get a penalty? For fowl play.
User ID: 1 | Joke ID: 1499 | Content: The Swiss must've been pretty confident in their chances of victory if they included a corkscrew in their army knife.
User ID: 1 | Joke ID: 1504 | Content: What do you get when you cross a pig and a pineapple? A porky pine
User ID: 1 | Joke ID: 1507 | Content: I always wanted to look into why I procrastinate, but I keep putting it off. 
User ID: 1 | Joke ID: 1508 | Content: Where did Captain Hook get his hook? From a second hand store.
User ID: 1 | Joke ID: 1512 | Content: If you want a job in the moisturizer industry, the best advice I can give is to apply daily.
User ID: 1 | Joke ID: 1513 | Content: What do you call corn that joins the army? Kernel.
User ID: 1 | Joke ID: 1515 | Content: Did you hear the one about the giant pickle?  He was kind of a big dill.
User ID: 1 | Joke ID: 1516 | Content: I got a reversible jacket for Christmas, I can't wait to see how it turns out.
User ID: 1 | Joke ID: 1517 | Content: Doctor you've got you help me, I'm addicted to twitter. Doctor: I don't follow you.
User ID: 1 | Joke ID: 1522 | Content: What's black and white and read all over? The newspaper.
User ID: 1 | Joke ID: 1526 | Content: A man got hit in the head with a can of Coke, but he was alright because it was a soft drink.
User ID: 1 | Joke ID: 1528 | Content: My dentist is the best, he even has a little plaque!
User ID: 1 | Joke ID: 1529 | Content: Two satellites decided to get married. The wedding wasn't much, but the reception was incredible.
User ID: 1 | Joke ID: 1530 | Content: What do you call a pig with three eyes? Piiig
User ID: 1 | Joke ID: 1532 | Content: Why did the kid cross the playground? To get to the other slide.
User ID: 1 | Joke ID: 1533 | Content: I wouldn't buy anything with velcro. It's a total rip-off.
User ID: 1 | Joke ID: 1537 | Content: I cut my finger chopping cheese, but I think that I may have grater problems.
User ID: 1 | Joke ID: 1552 | Content: I was in an 80's band called the prevention. We were better than the cure.
